team,date,opponent,time,channel
phi,"Mon, Mar 18",Miami Heat,2024-03-18 23:30:00,['ESPN']
phi,"Wed, Mar 20",Phoenix Suns,2024-03-21 02:00:00,['NBA LEAGUE PASS']
phi,"Fri, Mar 22",Los Angeles Lakers,2024-03-23 02:30:00,['NBA TV']
phi,"Sun, Mar 24",La Clippers,2024-03-24 19:30:00,['NBA LEAGUE PASS']
phi,"Mon, Mar 25",Sacramento Kings,2024-03-26 02:00:00,['NBA TV']
phi,"Wed, Mar 27",La Clippers,2024-03-27 23:30:00,['ESPN']
phi,"Fri, Mar 29",Cleveland Cavaliers,2024-03-29 23:30:00,['NBA TV']
phi,"Sun, Mar 31",Toronto Raptors,2024-03-31 22:00:00,['NBA LEAGUE PASS']
phi,"Tue, Apr 2",Oklahoma City Thunder,2024-04-02 23:00:00,['NBA LEAGUE PASS']
phi,"Thu, Apr 4",Miami Heat,2024-04-04 23:30:00,['TNT']
phi,"Sat, Apr 6",Memphis Grizzlies,2024-04-07 00:00:00,['NBA LEAGUE PASS']
phi,"Sun, Apr 7",San Antonio Spurs,2024-04-07 23:00:00,['NBA LEAGUE PASS']
phi,"Tue, Apr 9",Detroit Pistons,2024-04-09 23:00:00,['NBA LEAGUE PASS']
phi,"Fri, Apr 12",Orlando Magic,2024-04-12 23:00:00,['NBA LEAGUE PASS']
phi,"Sun, Apr 14",Brooklyn Nets,2024-04-14 17:00:00,['NBA LEAGUE PASS']
