team,date,opponent,time,channel
mil,"Sun, Mar 17",Phoenix Suns,2024-03-17 17:00:00,['ABC']
mil,"Wed, Mar 20",Boston Celtics,2024-03-20 23:30:00,['ESPN']
mil,"Thu, Mar 21",Brooklyn Nets,2024-03-22 00:00:00,['NBA TV']
mil,"Sun, Mar 24",Oklahoma City Thunder,2024-03-24 23:00:00,['NBA TV']
mil,"Tue, Mar 26",Los Angeles Lakers,2024-03-26 23:30:00,['TNT']
mil,"Thu, Mar 28",New Orleans Pelicans,2024-03-29 00:00:00,['NBA TV']
mil,"Sat, Mar 30",Atlanta Hawks,2024-03-30 23:30:00,['NBA TV']
mil,"Tue, Apr 2",Washington Wizards,2024-04-02 23:00:00,['NBA LEAGUE PASS']
mil,"Wed, Apr 3",Memphis Grizzlies,2024-04-03 23:30:00,['ESPN']
mil,"Fri, Apr 5",Toronto Raptors,2024-04-06 00:00:00,['NBA LEAGUE PASS']
mil,"Sun, Apr 7",New York Knicks,2024-04-07 23:00:00,['NBA TV']
mil,"Tue, Apr 9",Boston Celtics,2024-04-09 23:30:00,['TNT']
mil,"Wed, Apr 10",Orlando Magic,2024-04-11 00:00:00,['NBA LEAGUE PASS']
mil,"Fri, Apr 12",Oklahoma City Thunder,2024-04-13 00:00:00,['NBA LEAGUE PASS']
mil,"Sun, Apr 14",Orlando Magic,2024-04-14 17:00:00,['NBA LEAGUE PASS']
