team,date,opponent,time,channel
mtl,"Thu, Mar 14",Boston Bruins,2024-03-14 23:00:00,['NHL CENTER ICE']
mtl,"Thu, Mar 7",Carolina Hurricanes,2024-03-08 00:00:00,['NHL CENTER ICE']
mtl,"Tue, Mar 19",Edmonton Oilers,2024-03-20 01:00:00,['NHL CENTER ICE']
mtl,"Tue, Mar 12",Columbus Blue Jackets,2024-03-12 23:00:00,['NHL CENTER ICE']
mtl,"Sun, Mar 24",Seattle Kraken,2024-03-25 01:00:00,['NHL CENTER ICE']
mtl,"Sat, Mar 16",Calgary Flames,2024-03-16 23:00:00,['NHL CENTER ICE']
mtl,"Thu, Mar 28",Philadelphia Flyers,2024-03-28 23:00:00,['NHL CENTER ICE']
mtl,"Thu, Mar 21",Vancouver Canucks,2024-03-22 02:00:00,['NHL CENTER ICE']
mtl,"Tue, Apr 2",Florida Panthers,2024-04-02 23:00:00,['NHL CENTER ICE']
mtl,"Tue, Mar 26",Colorado Avalanche,2024-03-27 01:00:00,['NHL CENTER ICE']
mtl,"Sat, Apr 6",Toronto Maple Leafs,2024-04-06 23:00:00,['NHL CENTER ICE']
mtl,"Sat, Mar 30",Carolina Hurricanes,2024-03-30 23:00:00,['NHL CENTER ICE']
mtl,"Tue, Apr 9",Philadelphia Flyers,2024-04-09 23:00:00,['NHL CENTER ICE']
mtl,"Thu, Apr 4",Tampa Bay Lightning,2024-04-04 23:00:00,['NHL CENTER ICE']
mtl,"Sat, Apr 13",Ottawa Senators,2024-04-13 23:00:00,['NHL CENTER ICE']
mtl,"Thu, Apr 11",New York Islanders,2024-04-11 23:30:00,['NHL CENTER ICE']
mtl,"Tue, Apr 16",Detroit Red Wings,2024-04-16 23:00:00,['NHL CENTER ICE']
