team,date,opponent,time,channel
wpg,"Fri, Mar 15",Anaheim Ducks,2024-03-16 00:00:00,['NHL CENTER ICE']
wpg,"Thu, Mar 21",New Jersey Devils,2024-03-21 23:00:00,['NHL CENTER ICE']
wpg,"Tue, Mar 19",New York Rangers,2024-03-19 23:00:00,['NHL CENTER ICE']
wpg,"Sun, Mar 24",Washington Capitals,2024-03-24 16:30:00,['NHL CENTER ICE']
wpg,"Sat, Mar 23",New York Islanders,2024-03-23 17:00:00,['NHL CENTER ICE']
wpg,"Thu, Mar 28",Vegas Golden Knights,2024-03-29 00:00:00,['NHL CENTER ICE']
wpg,"Tue, Mar 26",Edmonton Oilers,2024-03-27 00:00:00,['NHL CENTER ICE']
wpg,"Mon, Apr 1",Los Angeles Kings,2024-04-02 01:00:00,['NHL CENTER ICE']
wpg,"Sat, Mar 30",Ottawa Senators,2024-03-30 23:00:00,['NHL CENTER ICE']
wpg,"Sat, Apr 6",Minnesota Wild,2024-04-06 20:00:00,['NHL CENTER ICE']
wpg,"Thu, Apr 4",Calgary Flames,2024-04-05 00:00:00,['NHL CENTER ICE']
wpg,"Thu, Apr 11",Dallas Stars,2024-04-12 00:00:00,['NHL CENTER ICE']
wpg,"Tue, Apr 9",Nashville Predators,2024-04-10 00:00:00,['NHL CENTER ICE']
wpg,"Tue, Apr 16",Seattle Kraken,2024-04-17 00:00:00,['NHL CENTER ICE']
wpg,"Sat, Apr 13",Colorado Avalanche,2024-04-13 20:00:00,['NHL CENTER ICE']
wpg,"Thu, Apr 18",Vancouver Canucks,2024-04-19 00:00:00,['NHL CENTER ICE']
