team,date,opponent,time,channel
fla,"Sat, Mar 16",Tampa Bay Lightning,2024-03-16 22:00:00,"['ESPN+', 'HULU']"
fla,"Sun, Mar 24",Philadelphia Flyers,2024-03-24 22:00:00,['NHL CENTER ICE']
fla,"Sat, Mar 23",New York Rangers,2024-03-24 00:00:00,"['ABC', 'ESPN+']"
fla,"Thu, Mar 28",New York Islanders,2024-03-28 23:00:00,['NHL CENTER ICE']
fla,"Tue, Mar 26",Boston Bruins,2024-03-26 23:00:00,['NHL CENTER ICE']
fla,"Mon, Apr 1",Toronto Maple Leafs,2024-04-01 23:00:00,['NHL CENTER ICE']
fla,"Sat, Mar 30",Detroit Red Wings,2024-03-30 16:30:00,['NHL CENTER ICE']
fla,"Thu, Apr 4",Ottawa Senators,2024-04-04 23:00:00,['NHL CENTER ICE']
fla,"Tue, Apr 2",Montreal Canadiens,2024-04-02 23:00:00,['NHL CENTER ICE']
fla,"Tue, Apr 9",Ottawa Senators,2024-04-09 23:00:00,['NHL CENTER ICE']
fla,"Sat, Apr 6",Boston Bruins,2024-04-06 19:30:00,"['ABC', 'ESPN+']"
fla,"Sat, Apr 13",Buffalo Sabres,2024-04-13 21:00:00,['NHL CENTER ICE']
fla,"Thu, Apr 11",Columbus Blue Jackets,2024-04-11 23:30:00,"['ABC', 'ESPN+']"
fla,"Tue, Apr 16",Toronto Maple Leafs,2024-04-16 23:30:00,['ESPN']
