team,date,opponent,time,channel
bos,"Mon, Mar 11",St Louis Blues,2024-03-11 23:00:00,['NHL CENTER ICE']
bos,"Sat, Mar 9",Pittsburgh Penguins,2024-03-09 20:00:00,"['ABC', 'ESPN+']"
bos,"Sat, Mar 16",Philadelphia Flyers,2024-03-16 23:00:00,['NHL CENTER ICE']
bos,"Thu, Mar 14",Montreal Canadiens,2024-03-14 23:00:00,['NHL CENTER ICE']
bos,"Thu, Mar 21",New York Rangers,2024-03-21 23:00:00,['NHL CENTER ICE']
bos,"Tue, Mar 19",Ottawa Senators,2024-03-19 23:00:00,['NHL CENTER ICE']
bos,"Tue, Mar 26",Florida Panthers,2024-03-26 23:00:00,['NHL CENTER ICE']
bos,"Sat, Mar 23",Philadelphia Flyers,2024-03-23 17:00:00,['NHL CENTER ICE']
bos,"Sat, Mar 30",Washington Capitals,2024-03-30 23:00:00,['NHL CENTER ICE']
bos,"Wed, Mar 27",Tampa Bay Lightning,2024-03-27 23:30:00,['TNT']
bos,"Thu, Apr 4",Carolina Hurricanes,2024-04-04 23:00:00,['NHL CENTER ICE']
bos,"Tue, Apr 2",Nashville Predators,2024-04-03 00:00:00,['NHL CENTER ICE']
bos,"Tue, Apr 9",Carolina Hurricanes,2024-04-09 23:00:00,['NHL CENTER ICE']
bos,"Sat, Apr 6",Florida Panthers,2024-04-06 19:30:00,"['ABC', 'ESPN+']"
bos,"Mon, Apr 15",Washington Capitals,2024-04-15 23:00:00,['NHL CENTER ICE']
bos,"Sat, Apr 13",Pittsburgh Penguins,2024-04-14 00:00:00,"['ABC', 'ESPN+']"
bos,"Tue, Apr 16",Ottawa Senators,2024-04-16 23:00:00,['NHL CENTER ICE']
