team,date,opponent,time,channel
stl,"Sun, Mar 17",Anaheim Ducks,2024-03-17 23:00:00,['NHL CENTER ICE']
stl,"Mon, Mar 11",Boston Bruins,2024-03-11 23:00:00,['NHL CENTER ICE']
stl,"Thu, Mar 21",Ottawa Senators,2024-03-21 23:00:00,['NHL CENTER ICE']
stl,"Sat, Mar 16",Minnesota Wild,2024-03-17 00:00:00,['NHL CENTER ICE']
stl,"Mon, Mar 25",Vegas Golden Knights,2024-03-26 00:00:00,['NHL CENTER ICE']
stl,"Tue, Mar 19",Colorado Avalanche,2024-03-20 00:00:00,['NHL CENTER ICE']
stl,"Sat, Mar 30",San Jose Sharks,2024-03-31 00:00:00,['NHL CENTER ICE']
stl,"Sat, Mar 23",Minnesota Wild,2024-03-23 19:00:00,['NHL CENTER ICE']
stl,"Thu, Apr 4",Nashville Predators,2024-04-05 00:00:00,"['ESPN+', 'HULU']"
stl,"Thu, Mar 28",Calgary Flames,2024-03-29 00:00:00,['NHL CENTER ICE']
stl,"Sun, Apr 7",Anaheim Ducks,2024-04-08 00:00:00,['NHL CENTER ICE']
stl,"Mon, Apr 1",Edmonton Oilers,2024-04-02 01:00:00,['NHL CENTER ICE']
stl,"Fri, Apr 12",Carolina Hurricanes,2024-04-13 00:00:00,['NHL CENTER ICE']
stl,"Wed, Apr 10",Chicago Blackhawks,2024-04-11 00:00:00,['NHL CENTER ICE']
stl,"Wed, Apr 17",Dallas Stars,2024-04-18 01:30:00,['TNT']
