team,date,opponent,time,channel
cbj,"Sat, Mar 9",Nashville Predators,2024-03-09 17:30:00,['NHL CENTER ICE']
cbj,"Sat, Mar 16",San Jose Sharks,2024-03-16 23:00:00,['NHL CENTER ICE']
cbj,"Thu, Mar 14",Ottawa Senators,2024-03-14 23:00:00,['NHL CENTER ICE']
cbj,"Tue, Mar 19",Detroit Red Wings,2024-03-19 23:00:00,['NHL CENTER ICE']
cbj,"Sun, Mar 17",Winnipeg Jets,2024-03-17 22:00:00,['NHL CENTER ICE']
cbj,"Sat, Mar 23",Vegas Golden Knights,2024-03-24 02:30:00,['NHL CENTER ICE']
cbj,"Fri, Mar 22",Colorado Avalanche,2024-03-23 01:00:00,['NHL CENTER ICE']
cbj,"Thu, Mar 28",Pittsburgh Penguins,2024-03-28 23:00:00,['NHL CENTER ICE']
cbj,"Tue, Mar 26",Arizona Coyotes,2024-03-27 02:00:00,['NHL CENTER ICE']
cbj,"Mon, Apr 1",Colorado Avalanche,2024-04-01 23:00:00,['NHL CENTER ICE']
cbj,"Sat, Mar 30",Pittsburgh Penguins,2024-03-30 23:00:00,['NHL CENTER ICE']
cbj,"Sat, Apr 6",Philadelphia Flyers,2024-04-06 23:00:00,['NHL CENTER ICE']
cbj,"Thu, Apr 4",New York Islanders,2024-04-04 23:00:00,['NHL CENTER ICE']
cbj,"Tue, Apr 9",Tampa Bay Lightning,2024-04-09 23:00:00,['NHL CENTER ICE']
cbj,"Sun, Apr 7",Carolina Hurricanes,2024-04-07 21:00:00,['NHL CENTER ICE']
cbj,"Sat, Apr 13",Nashville Predators,2024-04-14 00:00:00,['NHL CENTER ICE']
cbj,"Thu, Apr 11",Florida Panthers,2024-04-11 23:30:00,['NHL CENTER ICE']
cbj,"Tue, Apr 16",Carolina Hurricanes,2024-04-16 23:00:00,['NHL CENTER ICE']
