team,date,opponent,time,channel
ott,"Tue, Mar 19",Boston Bruins,2024-03-19 23:00:00,['NHL CENTER ICE']
ott,"Sun, Mar 17",Carolina Hurricanes,2024-03-17 22:00:00,['NHL CENTER ICE']
ott,"Sat, Mar 23",New Jersey Devils,2024-03-23 23:00:00,['NHL CENTER ICE']
ott,"Thu, Mar 21",St Louis Blues,2024-03-21 23:00:00,['NHL CENTER ICE']
ott,"Wed, Mar 27",Buffalo Sabres,2024-03-27 23:00:00,['NHL CENTER ICE']
ott,"Sun, Mar 24",Edmonton Oilers,2024-03-24 22:00:00,['NHL CENTER ICE']
ott,"Sat, Mar 30",Winnipeg Jets,2024-03-30 23:00:00,['NHL CENTER ICE']
ott,"Thu, Mar 28",Chicago Blackhawks,2024-03-28 23:00:00,['NHL CENTER ICE']
ott,"Thu, Apr 4",Florida Panthers,2024-04-04 23:00:00,['NHL CENTER ICE']
ott,"Tue, Apr 2",Minnesota Wild,2024-04-03 00:00:00,['NHL CENTER ICE']
ott,"Sun, Apr 7",Washington Capitals,2024-04-07 22:00:00,['NHL CENTER ICE']
ott,"Sat, Apr 6",New Jersey Devils,2024-04-06 23:00:00,['NHL CENTER ICE']
ott,"Thu, Apr 11",Tampa Bay Lightning,2024-04-11 23:00:00,['NHL CENTER ICE']
ott,"Tue, Apr 9",Florida Panthers,2024-04-09 23:00:00,['NHL CENTER ICE']
ott,"Mon, Apr 15",New York Rangers,2024-04-15 23:30:00,['NHL CENTER ICE']
ott,"Sat, Apr 13",Montreal Canadiens,2024-04-13 23:00:00,['NHL CENTER ICE']
ott,"Tue, Apr 16",Boston Bruins,2024-04-16 23:00:00,['NHL CENTER ICE']
